[3.17942530e-01 6.63877964e-01 1.20243389e-08],[ 0.32906446  0.6753425  -0.00929747],[ 0.33329302  0.69357562 -0.01083472],[ 0.3345412   0.71108907 -0.01018363],[ 0.33681589  0.72521138 -0.00846737],[ 0.31953502  0.70684606 -0.00194357],[3.22235644e-01 7.26562023e-01 1.53710178e-04],[0.32881278 0.73077536 0.00090765],[0.33312899 0.72918069 0.00165663],[0.3152979  0.70465773 0.00424453],[0.31939745 0.72252041 0.00848482],[0.32681233 0.72620434 0.00927084],[0.33208561 0.72447556 0.00908457],[0.3139213  0.70154083 0.00954261],[0.31833282 0.71667856 0.0128132 ],[0.32463661 0.71968663 0.0127169 ],[0.32975915 0.71889716 0.01192259],[0.31396833 0.69946074 0.0140774 ],[0.31803352 0.71208239 0.01611352],[0.32286677 0.71517509 0.01646347],[0.32729477 0.71452457 0.01647901]
[ 2.31234461e-01  6.02536261e-01 -1.67428738e-09],[ 0.21903451  0.59909594 -0.01030871],[ 0.20482737  0.5985409  -0.01244444],[ 0.18997581  0.60174459 -0.01363834],[ 0.17816266  0.60134321 -0.01370204],[0.19258109 0.60222811 0.00421198],[0.18078727 0.60832703 0.00122633],[ 0.18561493  0.61164033 -0.00244054],[ 0.19094041  0.61085707 -0.00429607],[0.19492687 0.61172545 0.00876527],[0.18402106 0.61885667 0.00591887],[0.18897209 0.62192857 0.00144659],[ 1.94578320e-01  6.20269299e-01 -5.87084272e-04],[0.19820076 0.62046432 0.01140101],[0.18858637 0.62687886 0.00795146],[0.19347431 0.62993783 0.00494279],[0.19938476 0.62837487 0.00422806],[0.20195521 0.62877268 0.0130681 ],[0.19521493 0.63580579 0.01095588],[0.19801167 0.63690096 0.00990578],[0.20190555 0.63463056 0.01020062]
[2.25471020e-01 5.97610235e-01 1.13565122e-07],[ 0.21299343  0.59123945 -0.00887628],[ 0.1981227   0.58939493 -0.0103061 ],[ 0.18471321  0.59182203 -0.01053734],[ 0.17375408  0.59117872 -0.01010309],[0.19003615 0.59321499 0.0039934 ],[0.17648737 0.5935443  0.00490326],[0.17153284 0.5931893  0.00393594],[0.16932221 0.59248286 0.0033176 ],[0.19231059 0.60456198 0.00869921],[0.17981845 0.60602653 0.0111628 ],[0.17457975 0.60581386 0.00977169],[0.17171361 0.60449505 0.00849248],[0.19505022 0.61449951 0.01187663],[0.18407664 0.61756939 0.01369512],[0.17994033 0.61817449 0.01302548],[0.17745242 0.61786872 0.01223203],[0.19798462 0.62364918 0.01400773],[0.18843259 0.62983656 0.01568188],[0.1856121  0.63101494 0.01637484],[0.18403751 0.63129812 0.01672333]
[2.24155247e-01 5.86039364e-01 5.83050230e-08],[ 0.21575558  0.5972259  -0.00706176],[ 0.20206672  0.60009915 -0.00806413],[ 0.1890249   0.59989274 -0.0080389 ],[ 0.1785323   0.60061544 -0.00713188],[0.19149427 0.58509421 0.00192823],[0.17731497 0.58455765 0.00143001],[ 1.69921190e-01  5.85514903e-01 -2.13207590e-04],[ 0.165143    0.58624786 -0.00138067],[0.19046676 0.58369702 0.00505296],[0.17684002 0.58389962 0.00524578],[0.16983968 0.5858283  0.00328751],[0.1650548  0.58680177 0.00169675],[0.1902031  0.58386517 0.00703573],[0.17714997 0.58409774 0.00706796],[0.17043969 0.58592403 0.0061119 ],[0.16545768 0.58698714 0.00530152],[0.1903214  0.58435923 0.00819484],[0.17845845 0.58432674 0.00861927],[0.1719221  0.58475596 0.00880586],[0.1667269  0.58491993 0.00889005]
[ 2.22274199e-01  5.78457832e-01 -3.41794753e-08],[ 0.21743448  0.59795684 -0.00714287],[ 0.20405996  0.60603756 -0.00881258],[ 0.19045918  0.60900617 -0.00883146],[ 0.18013589  0.61227292 -0.00765808],[ 0.19388814  0.58861542 -0.00604924],[ 0.17644925  0.58988619 -0.00758204],[ 0.17334966  0.59927899 -0.00789706],[ 0.17450131  0.60612422 -0.00739099],[ 0.19336727  0.58018929 -0.00230958],[ 0.17601423  0.58345735 -0.00326972],[ 0.17242371  0.59421211 -0.00323555],[ 0.17361233  0.60227394 -0.00290731],[0.19377437 0.57679021 0.00088538],[ 1.77971557e-01  5.80572844e-01 -3.54077609e-04],[ 1.74344197e-01  5.90309799e-01 -5.31057944e-04],[ 1.74421132e-01  5.98312736e-01 -2.83188594e-04],[0.19416407 0.57655877 0.00362121],[0.18109973 0.57959628 0.00234707],[0.17614439 0.58713692 0.00193881],[0.17459626 0.59436208 0.00203513]
[ 2.17321217e-01  5.77150583e-01 -3.25581695e-08],[ 0.21551304  0.59836262 -0.00503699],[ 0.20287693  0.60980868 -0.00621865],[ 0.1895915   0.61434746 -0.00583755],[ 0.18029974  0.61782253 -0.00425839],[ 0.19063418  0.59724736 -0.00853493],[ 0.17154254  0.60157061 -0.0096678 ],[ 0.16999045  0.610511   -0.00820609],[ 0.17280656  0.6152882  -0.006371  ],[ 0.18841738  0.58610427 -0.00558784],[ 0.17040685  0.59340882 -0.00643329],[ 0.16920197  0.60328037 -0.00433105],[ 0.17207859  0.60828614 -0.00234958],[ 0.18799455  0.57925904 -0.00269561],[ 0.17199387  0.58618796 -0.00329455],[ 0.17065802  0.59510952 -0.00125321],[1.72875255e-01 6.00624800e-01 5.53991646e-04],[ 1.88296601e-01  5.75763047e-01 -6.41360821e-05],[ 1.75527468e-01  5.80974460e-01 -3.94997391e-04],[0.17210504 0.58794236 0.00062933],[0.1723475  0.5930019  0.00184522]
[ 2.12562397e-01  5.78009605e-01 -7.58455485e-08],[ 0.21101405  0.60099775 -0.00075817],[ 2.00050950e-01  6.13345921e-01 -6.08519360e-04],[ 1.88063487e-01  6.17400229e-01 -2.04196811e-04],[0.1807543  0.61983681 0.00099253],[ 0.18641414  0.6036967  -0.00402299],[ 0.16930951  0.61363333 -0.00538682],[ 0.17354067  0.61882901 -0.00487926],[ 0.17985418  0.61711508 -0.00386519],[ 0.18254688  0.59116781 -0.00395323],[ 0.16580939  0.60155761 -0.00523031],[ 0.17009525  0.6065985  -0.0037869 ],[ 0.17575672  0.60482681 -0.0020883 ],[ 0.18141362  0.58132982 -0.00370371],[ 0.16656846  0.59047014 -0.00421618],[ 0.16983598  0.59501147 -0.00189632],[1.74668223e-01 5.93721271e-01 5.60106200e-05],[ 0.18191186  0.57443738 -0.00344952],[ 0.1703884   0.58101285 -0.00276997],[ 1.71744823e-01  5.84989011e-01 -4.72104817e-04],[0.17574707 0.58413136 0.00149075]
[ 2.13934451e-01  5.80938995e-01 -8.63789680e-08],[0.21128066 0.60365921 0.00095   ],[0.20023033 0.61514127 0.00067048],[1.89205468e-01 6.16988361e-01 1.23007912e-05],[1.81583926e-01 6.16231084e-01 8.80301923e-06],[ 0.18798475  0.61693555 -0.00288481],[ 0.17153303  0.62478822 -0.00501004],[ 0.17728347  0.62404138 -0.00513407],[ 0.18433355  0.62040985 -0.00445078],[ 0.18302478  0.60307682 -0.00449273],[ 0.16721337  0.61035633 -0.005516  ],[ 0.17319337  0.61086875 -0.00408148],[ 0.17950778  0.60779631 -0.00255687],[ 0.18134207  0.58979428 -0.00592251],[ 0.16729169  0.59672463 -0.00614571],[ 0.17225039  0.59832776 -0.00344417],[ 0.17772625  0.59601277 -0.00143549],[ 0.18181415  0.5780921  -0.00726091],[ 0.17156985  0.58282375 -0.00606234],[ 0.17434566  0.58538926 -0.00291672],[ 1.78566709e-01  5.84281206e-01 -4.16650961e-04]
[ 2.16382310e-01  5.87863505e-01 -7.05643330e-08],[0.21067514 0.609613   0.00108324],[1.98183939e-01 6.22541904e-01 4.78799368e-04],[ 1.86476797e-01  6.28496289e-01 -5.89978590e-04],[ 0.17763008  0.6301524  -0.00100841],[ 0.1890305   0.62471753 -0.00320694],[ 0.17182684  0.62919337 -0.0063594 ],[ 0.17540117  0.62831759 -0.00720171],[ 0.18228117  0.62642837 -0.00683356],[ 0.18581757  0.6111576  -0.00518363],[ 0.16956092  0.61518598 -0.00636513],[ 0.17440543  0.61474979 -0.00507967],[ 0.18082017  0.61271429 -0.00404749],[ 0.18474381  0.59730798 -0.0070372 ],[ 0.16828845  0.60131377 -0.00772587],[ 0.172966    0.60140723 -0.00480514],[ 0.1796862   0.59977561 -0.0028612 ],[ 0.18553405  0.58466244 -0.00877652],[ 0.17296773  0.58668852 -0.00846492],[ 0.17640513  0.58772689 -0.00549828],[ 0.1820215   0.58714926 -0.00317811]
[ 2.20747352e-01  5.91292262e-01 -4.37710739e-08],[0.21170019 0.61042798 0.00526937],[0.19900382 0.62114489 0.00540824],[0.18902627 0.6247291  0.00392123],[0.1813083  0.62398243 0.0024954 ],[1.89926118e-01 6.25594199e-01 1.09250395e-04],[ 0.17315666  0.62571627 -0.00288793],[ 0.17110346  0.62005645 -0.00390667],[ 0.17389797  0.61591804 -0.00376288],[ 0.18903759  0.6162653  -0.00456171],[ 0.1706638   0.61241263 -0.00641776],[ 0.17233397  0.60710979 -0.00576628],[ 0.17734827  0.60527217 -0.00504439],[ 0.18955399  0.60442263 -0.0087636 ],[ 0.17182104  0.60105962 -0.00955354],[ 0.17459029  0.59737396 -0.00645198],[ 0.1800518   0.59666806 -0.00429376],[ 0.19177948  0.59155846 -0.01260144],[ 0.17553426  0.58934784 -0.01145595],[ 0.17780459  0.58769602 -0.00742868],[ 0.18305686  0.58799887 -0.00447325]
[ 2.24687904e-01  5.94010293e-01 -2.54381245e-08],[0.21669748 0.6069755  0.00323945],[0.20613302 0.61121953 0.00157683],[ 0.19871087  0.60543269 -0.00168372],[ 0.19268188  0.59661382 -0.0048768 ],[ 0.19222724  0.62072563 -0.0007681 ],[ 0.17499128  0.62017965 -0.00453941],[ 0.17254891  0.61237389 -0.00702789],[ 0.17517242  0.60717285 -0.00819226],[ 0.19148694  0.61386728 -0.00486368],[ 0.17367791  0.60848546 -0.00722097],[ 0.17466705  0.60130191 -0.00784863],[ 0.17984852  0.59948242 -0.00836528],[ 0.19217387  0.6040346  -0.00879169],[ 0.17479475  0.59834951 -0.00986898],[ 0.17680396  0.59269577 -0.00813052],[ 0.18247302  0.59173393 -0.00711655],[ 0.19438879  0.59266812 -0.01260063],[ 0.18022123  0.58721685 -0.01170211],[ 0.18161018  0.5835036  -0.00877665],[ 0.1860676   0.58307439 -0.00683952]
[ 2.27294415e-01  5.95073164e-01 -4.88889604e-08],[0.21641284 0.60973096 0.00446607],[0.20362157 0.61453617 0.00388173],[0.1936923  0.61183989 0.00149132],[ 0.18663222  0.60557055 -0.00073842],[0.19407858 0.61898065 0.00153966],[ 0.17852136  0.61581028 -0.00154624],[ 0.17829023  0.60785592 -0.00342824],[ 0.18215552  0.60276818 -0.00416112],[ 0.19337024  0.61144269 -0.00288627],[ 0.17739165  0.60428947 -0.00450473],[ 0.1792376   0.59710181 -0.00483188],[ 0.1845372   0.59459287 -0.00509657],[ 0.19396022  0.60165083 -0.00712328],[ 0.17834689  0.5932278  -0.00777229],[ 0.18133184  0.58758092 -0.00599005],[ 0.18713498  0.58641952 -0.00498612],[ 0.19575433  0.59024441 -0.01117922],[ 0.18307489  0.58214331 -0.01019033],[ 0.18606307  0.57876694 -0.00746694],[ 0.19125007  0.57858902 -0.0056414 ]

[2.21974671e-01 5.98281145e-01 2.47239278e-08],[ 0.22734344  0.61395895 -0.0026111 ],[ 0.22569038  0.63160902 -0.00215754],[ 0.22269157  0.64476508 -0.00138955],[2.20780656e-01 6.54999793e-01 3.06351867e-05],[0.21240179 0.63696837 0.00326219],[0.20857015 0.65277386 0.00371339],[0.20725869 0.66066879 0.003199  ],[0.20610908 0.6660164  0.00281792],[0.20924667 0.6349346  0.00439809],[0.20596747 0.65065753 0.00533995],[0.20522851 0.65867519 0.00459329],[0.2042512  0.66448551 0.00392027],[0.20781651 0.63294959 0.00495074],[0.20469579 0.64791244 0.00539555],[0.20368624 0.65532929 0.00538489],[0.20251372 0.66101456 0.00536224],[0.20750475 0.63174063 0.00516863],[0.20445476 0.64486504 0.00579276],[0.20308292 0.65161681 0.00660316],[0.20198347 0.65658641 0.00724544]
[ 2.32378125e-01  6.04178667e-01 -3.51150007e-08],[0.2259111  0.61413801 0.00340573],[0.22146888 0.62588257 0.00494547],[0.2195553  0.63719648 0.00534734],[0.21933657 0.64613402 0.00585861],[0.21624154 0.63167453 0.00370393],[0.21310306 0.64912748 0.00226961],[0.21437655 0.65247977 0.00169444],[0.21550027 0.65062112 0.0015428 ],[0.21901144 0.63560331 0.00115363],[ 0.21634673  0.65386307 -0.00085472],[ 0.21690953  0.6554333  -0.00168686],[ 0.21801232  0.65349239 -0.00206999],[ 0.22389422  0.6386404  -0.00145982],[ 0.22026072  0.6577844  -0.00403701],[ 0.22140852  0.65873599 -0.0050171 ],[ 0.22293574  0.65643793 -0.00539609],[ 0.2303175   0.6415053  -0.00363463],[ 0.22650129  0.65446764 -0.00716354],[ 0.2245305   0.66348505 -0.009737  ],[ 0.22322126  0.67051768 -0.01136481]
[2.43736029e-01 6.09845102e-01 7.45743876e-08],[ 0.2512286   0.6186018  -0.01047351],[ 0.25140688  0.63017464 -0.0155776 ],[ 0.24733214  0.64044333 -0.01855179],[ 0.24369602  0.64874029 -0.02118045],[ 0.23415093  0.63812929 -0.01311487],[ 0.22905214  0.65304643 -0.01834776],[ 0.22540076  0.66284645 -0.02219096],[ 0.2224814   0.67017055 -0.02450353],[ 0.22712205  0.63713312 -0.00937222],[ 0.2204289   0.65217686 -0.0133354 ],[ 0.21695596  0.66177475 -0.01572539],[ 0.21416093  0.66905773 -0.01738432],[ 0.22319528  0.63601875 -0.00628   ],[ 0.21712236  0.64939988 -0.00960828],[ 0.21403857  0.65810341 -0.01071721],[ 0.21102908  0.66485143 -0.01125543],[ 0.22235042  0.63553065 -0.00402615],[ 0.21642902  0.64616781 -0.00655091],[ 0.21322605  0.65315211 -0.00720845],[ 0.21047813  0.65870845 -0.00738598]
[2.58686543e-01 6.21845663e-01 6.32114023e-08],[ 0.2483761   0.62586492 -0.00785551],[ 0.23869981  0.6367591  -0.00922122],[ 0.23043704  0.64929765 -0.00970859],[ 0.22264737  0.65739119 -0.00971978],[0.23160724 0.64445972 0.00296675],[0.22430727 0.65482396 0.00187827],[ 2.22903997e-01  6.59636259e-01 -2.10926446e-04],[ 0.22347869  0.66061324 -0.00127916],[0.23760806 0.65004897 0.00660385],[0.23171404 0.66137367 0.00622681],[0.2320718  0.66353452 0.00375733],[0.23331462 0.66201746 0.00256195],[0.2439308  0.6541304  0.00881925],[0.23878634 0.66485447 0.00787416],[0.24061754 0.66577137 0.00602374],[0.24282452 0.66369826 0.00535964],[0.25043011 0.65691799 0.0102762 ],[0.24811375 0.66614646 0.00955294],[0.24903651 0.66626465 0.00892956],[0.25013161 0.66413331 0.00902507]
[2.64600396e-01 6.22799635e-01 3.57090642e-08],[ 0.25264409  0.62240458 -0.00592931],[ 0.24135013  0.63064075 -0.00779287],[ 0.23144957  0.64060575 -0.0097157 ],[ 0.22124815  0.64322358 -0.01111706],[0.23490261 0.64285851 0.00275438],[ 0.22644812  0.65048838 -0.00127628],[ 0.22237791  0.65048283 -0.00567327],[ 0.2210938   0.64642555 -0.00823059],[0.23964971 0.65032518 0.0038934 ],[ 0.23217756  0.6613946  -0.0010516 ],[ 0.23276348  0.65999556 -0.00604442],[ 0.23607381  0.65330869 -0.00838211],[0.24569888 0.65610057 0.00375079],[ 0.2388289   0.66749406 -0.00071344],[ 0.23893239  0.66751194 -0.00419333],[ 0.24197184  0.6615485  -0.00544877],[0.25294554 0.66040534 0.0029905 ],[ 2.47886449e-01  6.70184731e-01 -1.99359842e-04],[ 0.2467003   0.67118454 -0.00215386],[ 0.24773355  0.667826   -0.00282318]
[2.67178416e-01 6.15245044e-01 7.71007080e-09],[ 0.25304994  0.61142027 -0.00327018],[ 0.24017812  0.61667871 -0.00384441],[ 0.23000681  0.62450147 -0.00505325],[ 0.22079995  0.62608033 -0.00601402],[0.23399147 0.62879431 0.0038535 ],[ 2.23902911e-01  6.34212852e-01 -5.06999750e-05],[ 0.218997    0.63265097 -0.00403647],[ 0.2177538   0.62805158 -0.00621284],[0.23786581 0.63685876 0.00361725],[ 0.22764634  0.64664286 -0.00115661],[ 0.22702764  0.64530045 -0.00575064],[ 0.23088986  0.63905406 -0.0077493 ],[0.24310668 0.64388585 0.00233876],[ 0.23424669  0.65419751 -0.00203351],[ 0.23299128  0.65400982 -0.00543148],[ 0.23604314  0.64816755 -0.00656709],[0.25005612 0.65039289 0.00067841],[ 0.24381849  0.66009653 -0.00262462],[ 0.24097082  0.659859   -0.00456057],[ 0.24119593  0.65501088 -0.00516362]
[2.66525924e-01 6.07951224e-01 2.59413273e-08],[ 0.25132233  0.60200453 -0.00379804],[ 0.23786308  0.60305715 -0.00502688],[ 0.22571009  0.60849488 -0.00692607],[ 0.21500701  0.6070683  -0.00849386],[0.23049727 0.61448449 0.00566195],[0.22026585 0.61688113 0.00162724],[ 0.21583062  0.61427587 -0.00292815],[ 0.21407732  0.6100927  -0.00563169],[0.232906   0.62341332 0.00544526],[2.20945269e-01 6.29990935e-01 1.58631170e-04],[ 0.22066641  0.62747592 -0.00513302],[ 0.2244267   0.62179685 -0.00745188],[0.23673356 0.63173205 0.00397607],[ 0.22672373  0.63915813 -0.00067353],[ 0.22544761  0.63666511 -0.00412834],[ 0.22853622  0.62991506 -0.00509368],[0.24242915 0.63954633 0.00199656],[ 0.2352259   0.64781874 -0.00097395],[ 0.23231521  0.6454457  -0.00260978],[ 0.2326539   0.63933623 -0.00295373]
[2.62947023e-01 6.00948513e-01 1.99187564e-08],[ 0.24827377  0.59059304 -0.00526505],[ 0.23407882  0.58734775 -0.00631909],[ 0.21991003  0.58893967 -0.0077063 ],[ 0.20978759  0.58359897 -0.00838196],[0.22415757 0.595604   0.00727718],[0.21179029 0.59600019 0.0037501 ],[ 0.2112962   0.59402859 -0.00064037],[ 0.21332885  0.59085828 -0.00290247],[0.22586747 0.60696518 0.00857466],[0.21301261 0.60874492 0.00424212],[ 0.21490419  0.60838908 -0.00116326],[ 0.2201111   0.60624361 -0.00333031],[0.22869775 0.61749506 0.00834839],[0.21850853 0.61983776 0.00444278],[2.19364673e-01 6.19292438e-01 5.28749195e-04],[ 2.24029630e-01  6.16192997e-01 -4.52182518e-04],[0.23312812 0.6274448  0.00753865],[0.22492817 0.63226593 0.00615815],[0.22323674 0.63005507 0.00517098],[0.22441672 0.62570083 0.00536857]
[2.59362698e-01 5.89997351e-01 2.59160942e-08],[ 0.24759156  0.57782477 -0.00907615],[ 0.23391525  0.57131833 -0.01152324],[ 0.21974528  0.56867421 -0.01316526],[ 0.20955808  0.56092685 -0.01388115],[0.22031054 0.58300644 0.00413551],[0.20782247 0.5833711  0.00077995],[ 0.20945421  0.58193421 -0.00363628],[ 0.214213    0.57882494 -0.00582598],[0.22117189 0.59284097 0.00815909],[0.20829841 0.59248543 0.00457641],[ 0.21104053  0.59111053 -0.00077757],[ 0.21720675  0.58804119 -0.00313523],[0.2229498  0.60172576 0.01053146],[0.2118672  0.60165077 0.00740404],[0.21373907 0.60051584 0.00370218],[0.21968278 0.597112   0.00264002],[0.22590011 0.6100772  0.01204768],[0.21722366 0.61409605 0.01067563],[0.21660039 0.61098599 0.00939239],[0.21900347 0.60611278 0.00945951]
[ 2.56621033e-01  5.74249566e-01 -3.00192440e-08],[ 0.24556273  0.56184971 -0.00863511],[ 0.23339701  0.55328852 -0.01149685],[ 0.22144115  0.5492081  -0.01395101],[ 0.21219023  0.54217553 -0.0156429 ],[0.21706742 0.5543406  0.00241905],[ 0.20528182  0.55288821 -0.00279655],[ 0.20733401  0.55757821 -0.00870074],[ 0.21203646  0.56112939 -0.01196268],[0.2169317  0.56409013 0.00506578],[ 2.04746902e-01  5.62578559e-01 -1.77683120e-04],[ 0.20718521  0.56847912 -0.00654976],[ 0.21327876  0.5723775  -0.00978297],[0.21843207 0.57365406 0.00605118],[0.20795517 0.57343739 0.00152452],[ 0.20925608  0.57838798 -0.00287684],[ 0.2150633   0.5806886  -0.00460487],[0.22175924 0.58357531 0.00618537],[0.21358566 0.58631259 0.00393873],[0.21317753 0.58776593 0.0024155 ],[0.21565576 0.58769774 0.00207428]
[ 2.55332202e-01  5.62893748e-01 -2.23065282e-08],[ 0.24796806  0.55076545 -0.00821272],[ 0.23736402  0.54171896 -0.01130151],[ 0.22541471  0.53651309 -0.01408045],[ 0.2165451   0.52780795 -0.01610911],[0.22111395 0.53558916 0.00103374],[ 0.20951602  0.52792203 -0.00492133],[ 0.20909698  0.52991605 -0.01073748],[ 0.21289179  0.53274035 -0.01377407],[0.2185868  0.54475087 0.00327194],[ 0.20554279  0.54152554 -0.00260029],[ 0.20643267  0.54821402 -0.00871411],[ 0.21189412  0.5543654  -0.01162502],[0.21798585 0.55421108 0.00395187],[ 0.20688659  0.55282545 -0.00136107],[ 0.2068191   0.55897981 -0.0058232 ],[ 0.21142994  0.56425631 -0.00750603],[0.21943088 0.56393576 0.00389271],[0.21044818 0.56508893 0.00063641],[ 0.20949256  0.56717551 -0.00129807],[ 0.21157263  0.56908232 -0.00181941]
[ 2.54804075e-01  5.52679360e-01 -2.00230872e-08],[ 0.25039139  0.54031748 -0.0095787 ],[ 0.24147816  0.53050405 -0.01348723],[ 0.23089011  0.52451468 -0.01688657],[ 0.22266164  0.51526231 -0.01956189],[ 0.22478972  0.51808351 -0.00079286],[ 0.21565814  0.50918895 -0.00747084],[ 0.21480952  0.51191747 -0.01379463],[ 0.21828464  0.51631159 -0.01726362],[0.22072241 0.52709168 0.0014724 ],[ 0.20822321  0.52139807 -0.00564464],[ 0.20888996  0.52848262 -0.01253389],[ 0.21447489  0.53522593 -0.01589265],[0.21883619 0.53743535 0.00209371],[ 0.20797339  0.53485835 -0.00456193],[ 0.20807801  0.54001713 -0.01018824],[ 0.21337542  0.54458344 -0.01253786],[0.21918289 0.54886079 0.00193109],[ 0.21020149  0.54940999 -0.00279845],[ 0.21047361  0.54987788 -0.00583072],[ 0.21423519  0.55002075 -0.00709277]
[ 2.53901720e-01  5.42746305e-01 -6.08533810e-08],[ 0.25132531  0.53345579 -0.00781648],[ 0.24471989  0.52325666 -0.01160932],[ 0.23656575  0.51563305 -0.01532064],[ 0.22960745  0.50669467 -0.01828383],[ 0.22919758  0.50519365 -0.00126952],[ 0.22049785  0.49684364 -0.00847711],[ 0.22022711  0.50273746 -0.01437868],[ 0.22433983  0.50943792 -0.01739825],[ 2.23461896e-01  5.12294352e-01 -2.45905598e-04],[ 0.21122335  0.50624812 -0.00775635],[ 0.21266007  0.51652777 -0.01337931],[ 0.21851128  0.52447844 -0.01550169],[ 0.21986073  0.52094591 -0.00068779],[ 0.20879075  0.51776254 -0.00757113],[ 0.21027942  0.52612948 -0.01132736],[ 0.21612652  0.53207397 -0.01207348],[ 0.218532    0.53077817 -0.00180767],[ 0.20958534  0.53135633 -0.00628544],[ 0.21087414  0.53483665 -0.00785027],[ 0.21554539  0.53711814 -0.00777315]
[ 2.55075127e-01  5.34842670e-01 -7.56875664e-08],[ 0.25374278  0.52690661 -0.00865884],[ 0.24783704  0.51664287 -0.01272407],[ 0.2401322   0.50922239 -0.01664475],[ 0.23410593  0.50029826 -0.01974607],[ 0.23373409  0.49517807 -0.00191821],[ 0.22584009  0.48761469 -0.00987575],[ 0.22474596  0.49678215 -0.01656372],[ 0.2267423   0.50624186 -0.0201239 ],[ 0.22729455  0.50159013 -0.00062805],[ 0.21699221  0.49439782 -0.00878594],[ 0.21692169  0.50642461 -0.01507553],[ 0.22086801  0.51620764 -0.01773587],[ 0.22253329  0.50946677 -0.00094097],[ 0.21335746  0.50424141 -0.00832961],[ 0.21345048  0.51442194 -0.01263983],[ 0.2177856   0.5228461  -0.01371178],[ 0.21987121  0.51863807 -0.00201754],[ 0.21175352  0.51567942 -0.00646422],[ 0.21144688  0.52037227 -0.00832439],[ 0.21441497  0.52503514 -0.00856499]
[ 2.53205240e-01  5.22447348e-01 -5.94972569e-08],[ 0.25260547  0.51555359 -0.00852725],[ 0.2475573   0.50450635 -0.01219146],[ 0.2413868   0.49626854 -0.01559488],[ 0.2363698   0.48854193 -0.01811896],[ 0.23342974  0.48392051 -0.00162405],[ 0.22561331  0.47725177 -0.00897585],[ 0.22433537  0.48747087 -0.01504897],[ 0.22638826  0.49762726 -0.01816565],[ 2.26753920e-01  4.89988148e-01 -1.56394526e-04],[ 0.21720107  0.482483   -0.0079475 ],[ 0.21746673  0.49529555 -0.01331902],[ 0.22140867  0.50499159 -0.01517206],[ 2.21700981e-01  4.97545958e-01 -3.00537533e-04],[ 0.21291003  0.49204975 -0.00710986],[ 0.21248454  0.5024541  -0.01060821],[ 0.21609135  0.51054585 -0.0110869 ],[ 0.21877369  0.50617051 -0.00124225],[ 0.21097532  0.50322747 -0.00506658],[ 0.2102292   0.50824922 -0.00637565],[ 0.2125794   0.51248395 -0.00620698]
[ 2.50630856e-01  5.10544121e-01 -3.78136846e-08],[ 0.25096029  0.5024116  -0.01090179],[ 0.24695063  0.49186909 -0.01568053],[ 0.24076709  0.48368117 -0.01960142],[ 0.23521119  0.47515124 -0.0226291 ],[ 0.23166788  0.47258732 -0.00401194],[ 0.22317703  0.46660355 -0.01153035],[ 0.22179131  0.47609958 -0.01786805],[ 0.22360009  0.48597026 -0.02110611],[ 0.22546519  0.47792843 -0.00098783],[ 0.21555166  0.47059172 -0.00856964],[ 0.21504638  0.48206764 -0.01450586],[ 0.21827111  0.4921554  -0.01697533],[2.20637515e-01 4.84620899e-01 3.44008993e-04],[ 0.21188956  0.4791677  -0.00618832],[ 0.2105307   0.48859411 -0.01055055],[ 0.21332271  0.49729595 -0.01181174],[0.21745938 0.49232855 0.00073848],[ 0.20964727  0.48914877 -0.00291738],[ 0.20811085  0.49356541 -0.00499084],[ 0.20942707  0.49844915 -0.00552657]
